_id,id,parcel_id,inactive,name,rentable,type,primary_user,address_number,street,zip,image,neighborhood,council_district,ward,tract,public_works_division,pli_division,police_zone,fire_zone,latitude,longitude
23,1524561463,115-J-118,f,Brighton Heights Concession Stand,f,Concession,CitiParks,NA,WEITZ WAY,15212,https://tools.wprdc.org/images/pittsburgh/facilities/Brighton_Heights_Concession_Stand.jpg,Brighton Heights,1,27,42003270800,1,27,1,1-14,40.48812634,-80.03329689
24,947584426,115-E-40,f,Brighton Heights Field 6 First Base Dugout,f,Dugout,Department of Public Works,NA,,,https://tools.wprdc.org/images/pittsburgh/facilities/Brighton_Heights_Field_6_First_Base_Dugout.jpg,Brighton Heights,1,27,42003270800,1,27,1,1-14,40.48620539,-80.02989169
25,877291770,115-E-40,f,Brighton Heights Field 6 Third Base Dugout,f,Dugout,Department of Public Works,NA,,,https://tools.wprdc.org/images/pittsburgh/facilities/Brighton_Heights_Field_6_Third_Base_Dugout.jpg,Brighton Heights,1,27,42003270800,1,27,1,1-14,40.48624883,-80.03008701
26,1096526197,115-E-40,f,Brighton Heights Park First Base Dugout,f,Dugout,Department of Public Works,NA,BRIGHTON WOODS RD,,https://tools.wprdc.org/images/pittsburgh/facilities/Brighton_Heights_Park_First_Base_Dugout.jpg,Brighton Heights,1,27,42003270800,1,27,1,1-14,40.48670987,-80.03141484
27,1944072896,115-E-40,f,Brighton Heights Park Shelter,t,Shelter,Department of Public Works,NA,BRIGHTON WOODS RD,,https://tools.wprdc.org/images/pittsburgh/facilities/Brighton_Heights_Park_Shelter.jpg,Brighton Heights,1,27,42003270800,1,27,1,1-14,40.48679864,-80.03213208
28,1687857237,115-E-40,f,Brighton Heights Park Storage Building,f,Storage,Department of Public Works,NA,BRIGHTON WOODS RD,,https://tools.wprdc.org/images/pittsburgh/facilities/Brighton_Heights_Park_Storage_Building.jpg,Brighton Heights,1,27,42003270800,1,27,1,1-14,40.48751669,-80.0321686
29,1320225488,115-E-40,f,Brighton Heights Park Third Base Dugout,f,Dugout,Department of Public Works,NA,BRIGHTON WOODS RD,,https://tools.wprdc.org/images/pittsburgh/facilities/Brighton_Heights_Park_Third_Base_Dugout.jpg,Brighton Heights,1,27,42003270800,1,27,1,1-14,40.48675426,-80.03120805
30,661241282,115-E-40,f,Brighton Heights Pool Building,f,Pool,CitiParks,600,BRIGHTON WOODS RD,15212,https://tools.wprdc.org/images/pittsburgh/facilities/Brighton_Heights_Pool_Building.jpg,Brighton Heights,1,27,42003270800,1,27,1,1-14,40.48685655,-80.03099689
31,1169749189,115-E-40,f,Brighton Heights Pool Guard Room,f,Pool,CitiParks,600,BRIGHTON WOODS RD,15212,https://tools.wprdc.org/images/pittsburgh/facilities/Brighton_Heights_Pool_Guard_Room.jpg,Brighton Heights,1,27,42003270800,1,27,1,1-14,40.48697619,-80.03101242
32,1701661171,75-H-12,f,Brighton Heights Senior Center,t,Senior,CitiParks,3515,MCCLURE AVE,15212,https://tools.wprdc.org/images/pittsburgh/facilities/Brighton_Heights_Senior_Center.jpg,Brighton Heights,1,27,42003270300,1,27,1,1-14,40.47927288,-80.03583098
33,1752278519,96-G-1,f,Brookline Concession Stand,f,Concession,Department of Public Works,1400,OAKRIDGE ST,15226,https://tools.wprdc.org/images/pittsburgh/facilities/Brookline_Concession_Stand.jpg,Brookline,4,32,42003320600,5,32,6,4-26,40.3917463,-80.00780192
34,271989940,96-G-1,f,Brookline Deck Hockey Benches,f,Dugout,Department of Public Works,1400,OAKRIDGE ST,,https://tools.wprdc.org/images/pittsburgh/facilities/Brookline_Deck_Hockey_Benches.jpg,Brookline,4,32,42003320600,5,32,6,4-26,40.3908619,-80.00755562
35,214500166,96-G-1,f,Brookline Lower Concession Stand and Womens Restroom,f,Concession,Department of Public Works,1400,OAKRIDGE ST,,https://tools.wprdc.org/images/pittsburgh/facilities/Brookline_Lower_Concession_Stand_and_Womens_Restroom.jpg,Brookline,4,32,42003320600,5,32,6,4-25,40.390118,-80.00736469
36,372308265,96-G-1,f,Brookline Lower Shelter,f,Shelter,Department of Public Works,1400,OAKRIDGE ST,,https://tools.wprdc.org/images/pittsburgh/facilities/Brookline_Lower_Shelter.jpg,Brookline,4,32,42003320600,5,32,6,4-25,40.39019379,-80.00714247
37,293014538,96-G-1,f,Brookline Lower Storage and Mens Restroom,f,Storage,Department of Public Works,1400,OAKRIDGE ST,,https://tools.wprdc.org/images/pittsburgh/facilities/Brookline_Lower_Storage_and_Mens_Restroom.jpg,Brookline,4,32,42003320600,5,32,6,4-25,40.3900115,-80.00743144
38,990362243,96-G-1,f,Brookline Memorial Park Lower Concession Stand,f,Concession,Department of Public Works,1400,OAKRIDGE ST,16226,https://tools.wprdc.org/images/pittsburgh/facilities/Brookline_Memorial_Park_Lower_Concession_Stand.jpg,Brookline,4,32,42003320600,5,32,6,4-25,40.38959239,-80.00677909
39,258430566,96-G-1,f,Brookline Memorial Park Shelter,t,Shelter,Department of Public Works,1400,OAKRIDGE ST,,https://tools.wprdc.org/images/pittsburgh/facilities/Brookline_Memorial_Park_Shelter.jpg,Brookline,4,32,42003320600,5,32,6,4-26,40.39145558,-80.00798104
40,187565508,96-G-1,f,Brookline Pool Building,f,Pool,CitiParks,1400,OAKRIDGE ST,15226,https://tools.wprdc.org/images/pittsburgh/facilities/Brookline_Pool_Building.jpg,Brookline,4,32,42003320600,5,32,6,4-26,40.39065072,-80.00749196
41,73475635,96-G-1,f,Brookline Pool Guard Room,f,Pool,CitiParks,1400,OAKRIDGE ST,15226,https://tools.wprdc.org/images/pittsburgh/facilities/Brookline_Pool_Guard_Room.jpg,Brookline,4,32,42003320600,5,32,6,4-26,40.39074934,-80.00754814
42,2070467175,96-G-1,f,Brookline Recreation Center,t,Rec Center,CitiParks,1400,OAKRIDGE ST,15226,https://tools.wprdc.org/images/pittsburgh/facilities/Brookline_Recreation_Center.jpg,Brookline,4,32,42003320600,5,32,6,4-26,40.39124963,-80.00837267
43,947031172,55-E-220,f,Bud Hammer Concession Stand,f,Concession,CitiParks,NA,BIGELOW ST,15219,https://tools.wprdc.org/images/pittsburgh/facilities/Bud_Hammer_Concession_Stand.jpg,Hazelwood,5,15,42003562900,3,15,4,2-12,40.42075092,-79.94627388
44,1572090078,55-E-220,f,Bud Hammer Field Third Base Dugout,f,Dugout,Department of Public Works,NA,,,https://tools.wprdc.org/images/pittsburgh/facilities/Bud_Hammer_Field_Third_Base_Dugout.jpg,Hazelwood,5,15,42003562900,3,15,4,2-12,40.42067683,-79.94632291
45,536715455,55-E-220,f,Bud Hammer Field Third Base Shelter,f,Shelter,Department of Public Works,NA,TASSO ST,,https://tools.wprdc.org/images/pittsburgh/facilities/Bud_Hammer_Field_Third_Base_Shelter.jpg,Hazelwood,5,15,42003562900,3,15,4,2-12,40.42059806,-79.94627742
46,1260214098,55-E-220,f,Bud Hammer First Base Shelter,f,Shelter,Department of Public Works,NA,TASSO ST,,https://tools.wprdc.org/images/pittsburgh/facilities/Bud_Hammer_First_Base_Shelter.jpg,Hazelwood,5,15,42003562900,3,15,4,2-12,40.42072909,-79.94669711
47,393229342,55-E-220,f,Bud Hammer Field First Base Dugout,f,Dugout,Department of Public Works,NA,TASSO ST,,https://tools.wprdc.org/images/pittsburgh/facilities/Bud_Hammer_Field_First_Base_Dugout.jpg,Hazelwood,5,15,42003562900,3,15,4,2-12,40.42076239,-79.94659288
48,1325653077,56-R-170,f,Burgwin Pool Building,f,Pool,CitiParks,328,MANSION ST,15207,https://tools.wprdc.org/images/pittsburgh/facilities/Burgwin_Pool_Building.jpg,Hazelwood,5,15,42003562300,3,15,4,2-13,40.40499997,-79.93715454
49,636403604,173-K-209,f,Chadwick Concession Stand,f,Concession,CitiParks,NA,OBERLIN ST,,https://tools.wprdc.org/images/pittsburgh/facilities/Chadwick_Concession_Stand.jpg,Lincoln-Lemington-Belmar,9,12,42003561900,2,12,5,3-18,40.46502795,-79.89121441
50,455152834,173-L-161,f,Chadwick Maintenance Building,f,Utility,Department of Public Works,NA,OBERLIN ST,15206,https://tools.wprdc.org/images/pittsburgh/facilities/Chadwick_Maintenance_Building.jpg,Lincoln-Lemington-Belmar,9,12,42003561900,2,12,5,3-18,40.46529828,-79.89066156
51,269075,"173-L-039,040,163",f,Chadwick Recreation Center,f,Rec Center,CitiParks,1462,OBERLIN ST,15206,https://tools.wprdc.org/images/pittsburgh/facilities/Chadwick_Recreation_Center.jpg,Lincoln-Lemington-Belmar,9,12,42003561900,2,12,5,3-18,40.46500104,-79.89082012
52,1564010484,71-K-145,f,Chartiers Concession Stand,f,Concession,Department of Public Works,NA,CHARTIERS AVE,,https://tools.wprdc.org/images/pittsburgh/facilities/Chartiers_Concession_Stand.jpg,Windgap,2,28,42003563000,5,28,6,1-16,40.45717163,-80.07480734
53,1018428003,71-K-145,f,Chartiers Field Lights Building,f,Utility,CitiParks,NA,CHARTIERS AVE,15204,https://tools.wprdc.org/images/pittsburgh/facilities/Chartiers_Field_Lights_Building.jpg,Windgap,2,28,42003563000,5,28,6,1-16,40.45651325,-80.07421527
54,566707298,71-K-145,f,Chartiers Field Picnic Shelter,t,Shelter,CitiParks,NA,CHARTIERS AVE,15204,https://tools.wprdc.org/images/pittsburgh/facilities/Chartiers_Field_Picnic_Shelter.jpg,Windgap,2,28,42003563000,5,28,6,1-16,40.4574025,-80.07504452
55,1775779008,2-J-2,f,City-County Building,f,Office,Department of Finance,414,GRANT ST,15219,https://tools.wprdc.org/images/pittsburgh/facilities/City-County_Building.png,Central Business District,6,1,42003020100,6,1,2,1-4,40.43812527,-79.99690237
56,941295981,2-J-164-0-2,f,Civic Building,f,Office,Department of Finance,200,ROSS ST,15219,https://tools.wprdc.org/images/pittsburgh/facilities/Civic_Building.jpg,Central Business District,6,1,42003020100,6,1,2,1-4,40.43674132,-79.99677791
57,1667916423,24-G-270,f,Cowley Concession Stand,f,Concession,CitiParks,NA,GOETTMANN ST,15212,https://tools.wprdc.org/images/pittsburgh/facilities/Cowley_Concession_Stand.jpg,Troy Hill,1,24,42003240600,1,24,1,1-2,40.45827322,-79.98853205
58,2006688044,24-G-270,f,Cowley Recreation Center,f,Rec Center,CitiParks,1268,GOETTMANN ST,,https://tools.wprdc.org/images/pittsburgh/facilities/Cowley_Recreation_Center.jpg,Troy Hill,1,24,42003240600,1,24,1,1-2,40.45839933,-79.98818203
59,1228939524,96-G-1,f,Danny McGibbeny Memorial Field First Base Dugout,f,Dugout,Department of Public Works,1400,OAKRIDGE ST,,https://tools.wprdc.org/images/pittsburgh/facilities/Danny_McGibbeny_Memorial_Field_First_Base_Dugout.jpg,Brookline,4,32,42003320600,5,32,6,4-26,40.39133496,-80.00741752
60,1429971545,96-G-1,f,Danny McGibbeny Memorial Field Third Base Dugout,f,Dugout,Department of Public Works,1400,OAKRIDGE ST,,https://tools.wprdc.org/images/pittsburgh/facilities/Danny_McGibbeny_Memorial_Field_Third_Base_Dugout.jpg,Brookline,4,32,42003320600,5,32,6,4-26,40.39142669,-80.00755082
61,165543904,40-H-118,f,Dunbar Fieldhouse,f,Restrooms,CitiParks,170,CLAIRHAVEN ST,15205,https://tools.wprdc.org/images/pittsburgh/facilities/Dunbar_Fieldhouse.jpg,Crafton Heights,2,28,42003281500,5,28,6,1-18,40.43940188,-80.05223353
62,1799804238,231-S-600,f,East Hills Maintenance Building,f,Utility,CitiParks,NA,WILNER DR,15221,https://tools.wprdc.org/images/pittsburgh/facilities/East_Hills_Maintenance_Building.jpg,East Hills,9,13,42003130600,2,13,5,3-19,40.45365568,-79.87070939
63,1601378513,231-S-600,f,East Hills Pool Building,f,Pool,CitiParks,NA,WILNER DR,15221,https://tools.wprdc.org/images/pittsburgh/facilities/East_Hills_Pool_Building.jpg,East Hills,9,13,42003130600,2,13,5,3-19,40.45349658,-79.87099826
64,1732962621,83-N-125,f,Enright Park Building,f,Utility,Department of Public Works,221,AMBER ST,,https://tools.wprdc.org/images/pittsburgh/facilities/Enright_Park_Building.jpg,East Liberty,9,8,42003111500,2,8,5,3-23,40.46189761,-79.92995856
65,603256980,70-E-55,f,Fairywood Pool Building,f,Pool Closed,CitiParks,1883,BROADHEAD FORDING RD,15205,https://tools.wprdc.org/images/pittsburgh/facilities/Fairywood_Pool_Building.jpg,Fairywood,2,28,42003563000,5,28,6,1-16,40.44925858,-80.08084917
66,316710945,25-B-15,f,Finance General Services Compressor Building,f,Service,Department of Finance,10,29TH ST,15222,https://tools.wprdc.org/images/pittsburgh/facilities/Finance_General_Services_Compressor_Building.jpg,Strip District,7,6,42003020300,6,6,2,3-2,40.45971113,-79.97618945
67,1921260447,25-F-89-0-2,f,Finance General Services Facility 1,f,Service,Department of Finance,10,EAZOR SQ,15222,https://tools.wprdc.org/images/pittsburgh/facilities/Finance_General_Services_Facility_1.jpg,Strip District,7,6,42003020300,6,6,2,3-2,40.45970962,-79.97559119
68,1657365128,25-B-15,f,Finance General Services Facility 2,f,Service,Department of Finance,35,EAZOR SQ,15222,https://tools.wprdc.org/images/pittsburgh/facilities/Finance_General_Services_Facility_2.jpg,Strip District,7,6,42003020300,6,6,2,3-2,40.46102675,-79.97525732
69,2049853197,2-P-120,f,Finance Motorpool Building,f,Office,Department of Finance,700,SECOND AVE,15219,https://tools.wprdc.org/images/pittsburgh/facilities/Finance_Motorpool_Building.jpg,Bluff,6,1,42003010300,6,1,2,2-4,40.43521013,-79.99445511
70,499158725,23-C-246,f,Fineview Park Shelter,f,Shelter,Department of Public Works,NA,FINEVIEW AVE,,https://tools.wprdc.org/images/pittsburgh/facilities/Fineview_Park_Shelter.jpg,Fineview,1,25,42003250900,1,25,1,1-10,40.46182039,-80.00385177
71,820862174,9-L-43,f,Firehouse 03,f,Firehouse,Department of Public Safety,1401,PENN AVE,15222,https://tools.wprdc.org/images/pittsburgh/facilities/Firehouse_03.jpg,Strip District,7,2,42003020300,6,2,2,2-3,40.44769281,-79.98979957
72,133419833,2-L-121,f,Firehouse 04,f,Firehouse,Department of Public Safety,1324,FORBES AVE,15219,https://tools.wprdc.org/images/pittsburgh/facilities/Firehouse_04.jpg,Bluff,6,1,42003010300,3,1,2,2-4,40.43747049,-79.98718114
73,554864026,49-P-13,f,Firehouse 06,f,Firehouse,Department of Public Safety,3958,PENN AVE,15201,https://tools.wprdc.org/images/pittsburgh/facilities/Firehouse_06.jpg,Lower Lawrenceville,7,6,42003060300,2,6,2,3-6,40.46489423,-79.95814415
74,1107974781,81-C-16,f,Firehouse 07 FIU,f,Firehouse,Department of Public Safety,4603,STANTON AVE,15201,,Stanton Heights,7,10,42003101800,2,10,5,3-7,40.48147102,-79.93726093
75,1450386882,83-P-290,f,Firehouse 08,f,Firehouse,Department of Public Safety,161,N EUCLID AVE,15206,https://tools.wprdc.org/images/pittsburgh/facilities/Firehouse_08.jpg,East Liberty,9,11,42003111500,2,11,5,3-8,40.46332775,-79.9276744
76,284991702,11-D-51,f,Firehouse 10 Medic 5,f,Firehouse,Department of Public Safety,2500,ALLEQUIPPA ST,15213,https://tools.wprdc.org/images/pittsburgh/facilities/Firehouse_10_Medic_5.jpg,West Oakland,6,4,42003040200,3,4,4,2-10,40.4410701,-79.96769806
77,231182295,55-C-108,f,Firehouse 12 Medic 7,f,Firehouse,Department of Public Safety,4156,WINTERBURN AVE,15207,https://tools.wprdc.org/images/pittsburgh/facilities/Firehouse_12_Medic_7.jpg,Greenfield,5,15,42003151600,3,15,4,2-12,40.42344659,-79.94011291
78,422274891,56-F-238,f,Firehouse 13,f,Firehouse,Department of Public Safety,200,FLOWERS AVE,15207,https://tools.wprdc.org/images/pittsburgh/facilities/Firehouse_13.jpg,Hazelwood,5,15,42003562300,3,15,4,2-13,40.41012451,-79.94229724
79,1862825862,28-G-25,f,Firehouse 14,f,Firehouse,Department of Public Safety,259,MCKEE PL,15213,https://tools.wprdc.org/images/pittsburgh/facilities/Firehouse_14.jpg,Central Oakland,3,4,42003040500,3,4,4,2-14,40.43878646,-79.95756145
80,253193315,173-A-247,f,Firehouse 15,f,Firehouse,Department of Public Safety,7024,LEMINGTON AVE,15206,https://tools.wprdc.org/images/pittsburgh/facilities/Firehouse_15.jpg,Lincoln-Lemington-Belmar,9,12,42003120300,2,12,5,3-18,40.47058346,-79.89788938
81,22890853,174-R-143,f,Firehouse 17,f,Firehouse,Department of Public Safety,7601,HAMILTON AVE,15208,https://tools.wprdc.org/images/pittsburgh/facilities/Firehouse_17.jpg,Homewood South,9,13,42003130400,2,13,5,3-17,40.4533734,-79.89079325
82,1405979302,129-H-246,f,Firehouse 19,f,Firehouse,Department of Public Safety,159,HOMESTEAD ST,15218,https://tools.wprdc.org/images/pittsburgh/facilities/Firehouse_19.jpg,Swisshelm Park,5,14,42003141100,3,14,4,2-19,40.42082667,-79.89983778
83,1861276356,92-S-20,f,Firehouse 20 Medic 12,f,Firehouse,Department of Public Safety,514,BALDWIN RD,15207,https://tools.wprdc.org/images/pittsburgh/facilities/Firehouse_20_Medic_12.jpg,Hays,5,31,42003562900,3,31,4,4-20,40.38578139,-79.93301277
84,923362577,13-J-6,f,Firehouse 22,f,Firehouse,Department of Public Safety,1945,ARLINGTON AVE,15210,https://tools.wprdc.org/images/pittsburgh/facilities/Firehouse_22.jpg,South Side Slopes,3,16,42003170600,3,16,3,4-22,40.41820301,-79.9789486
85,898050888,60-L-212,f,Firehouse 23,f,Firehouse,Department of Public Safety,1704,BROWNSVILLE RD,15210,https://tools.wprdc.org/images/pittsburgh/facilities/Firehouse_23.jpg,Carrick,4,29,42003290100,3,29,3,4-12,40.39826606,-79.98893727
86,86586333,12-J-222,f,Firehouse 24,f,Firehouse,Department of Public Safety,1729,MARY ST,15203,https://tools.wprdc.org/images/pittsburgh/facilities/Firehouse_24.jpg,South Side Flats,3,17,42003170200,3,17,3,4-24,40.42635367,-79.981299
87,2114849487,62-R-110,f,Firehouse 26,f,Firehouse,Department of Public Safety,630,BROOKLINE BLVD,15226,https://tools.wprdc.org/images/pittsburgh/facilities/Firehouse_26.png,Brookline,4,19,42003191800,5,19,6,4-26,40.39479612,-80.02185529
88,1664984514,4-G-74,f,Firehouse 27,f,Firehouse,Department of Public Safety,96,VIRGINIA AVE,15211,https://tools.wprdc.org/images/pittsburgh/facilities/Firehouse_27.jpg,Mount Washington,2,19,42003191400,5,19,3,4-27,40.42951996,-80.00704603
89,1324672513,35-B-234,f,Firehouse 28,f,Firehouse,Department of Public Safety,1428,BEECHVIEW AVE,15216,https://tools.wprdc.org/images/pittsburgh/facilities/Firehouse_28.jpg,Beechview,4,19,42003191600,5,19,6,4-28,40.4131302,-80.02517729
90,688483759,39-D-324,f,Firehouse 29,f,Firehouse,Department of Public Safety,2100,NOBLESTOWN RD,15205,https://tools.wprdc.org/images/pittsburgh/facilities/Firehouse_29.jpg,Westwood,2,28,42003563100,5,28,6,1-18,40.43149294,-80.05357085
91,421707902,19-B-29,f,Firehouse 30,f,Firehouse,Department of Public Safety,916,STEUBEN ST,15220,https://tools.wprdc.org/images/pittsburgh/facilities/Firehouse_30.jpg,Elliott,2,20,42003562600,5,20,6,1-17,40.44285311,-80.04215638
92,1028498395,42-P-159,f,Firehouse 31,f,Firehouse,Department of Public Safety,3000,CHARTIERS AVE,15204,https://tools.wprdc.org/images/pittsburgh/facilities/Firehouse_31.jpg,Sheraden,2,20,42003562500,5,20,6,1-16,40.4545718,-80.05853675
93,1659870759,24-F-30,f,Firehouse 32,f,Firehouse,Department of Public Safety,900,SPRING GARDEN AVE,15212,https://tools.wprdc.org/images/pittsburgh/facilities/Firehouse_32.jpg,East Allegheny,1,23,42003563200,1,23,1,1-5,40.45801237,-79.99512978
94,1209638372,115-D-187,f,Firehouse 34,f,Firehouse,Department of Public Safety,3914,PERRYSVILLE AVE,15212,https://tools.wprdc.org/images/pittsburgh/facilities/Firehouse_34.jpg,Perry North,1,26,42003260200,1,26,1,1-15,40.49007011,-80.0181688
95,1442073329,76-J-88,f,Firehouse 33 Truck,f,Firehouse,Department of Public Safety,3284,CENTRAL AVE,15212,https://tools.wprdc.org/images/pittsburgh/facilities/Firehouse_33_Truck.jpg,Marshall-Shadeland,1,27,42003271500,1,27,1,1-14,40.47664762,-80.02969284
96,845750479,75-C-161,f,Firehouse 35,f,Firehouse,Department of Public Safety,1519,ORCHLEE ST,15212,https://tools.wprdc.org/images/pittsburgh/facilities/Firehouse_35.jpg,Brighton Heights,1,27,42003270100,1,27,1,1-14,40.48173847,-80.03897879
97,411190832,22-R-276,f,Firehouse 37,f,Firehouse,Department of Public Safety,1124,W NORTH AVE,15233,https://tools.wprdc.org/images/pittsburgh/facilities/Firehouse_37.jpg,Manchester,6,21,42003210700,1,21,1,1-8,40.45325445,-80.02183586
98,2007951235,77-S-37,f,Firehouse 38,f,Firehouse,Department of Public Safety,198,ESSEN ST,15235,https://tools.wprdc.org/images/pittsburgh/facilities/Firehouse_38.jpg,Spring Hill-City View,1,26,42003260900,1,26,1,1-13,40.47297762,-80.00292098
99,381762852,27-S-150-0-1,f,Flagstaff Hill Gazebo,f,Shelter,Department of Public Works,NA,FREW AVE,,https://tools.wprdc.org/images/pittsburgh/facilities/Flagstaff_Hill_Gazebo.jpg,Squirrel Hill South,5,14,42003980500,3,14,4,2-8,40.44089345,-79.94778139
100,1468127440,50-F-260,f,Fort Pitt Concession Stand,f,Concession,CitiParks,NA,HILLCREST ST,15224,https://tools.wprdc.org/images/pittsburgh/facilities/Fort_Pitt_Concession_Stand.jpg,Garfield,9,10,42003101700,2,10,5,3-4,40.46888998,-79.9423697
